Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
1994:Q4,pct80to99,12989523,4266113,3398239,867874,8723410,1013681,216860,608317,431661,176655,179433,137644,41789,1651807,213777,310960,664018,2316585,1432263,115709,1925583,1918550,1484314,331862,3755,98619,7033,11063940,18660705,,
1994:Q4,pct60to80,5639644,2335099,1778332,556766,3304545,511350,46440,156730,122363,34367,46028,27514,18514,430000,122088,126784,192158,1212158,390673,70136,1111604,1107646,813511,267983,1649,24503,3958,4528041,19635434,,
1994:Q4,pct40to60,3662393,1490532,1129432,361100,2171861,427074,30857,87498,51194,36304,58228,40269,17959,234025,64745,63403,82246,832924,244806,46053,622462,620326,396690,209471,2271,11893,2136,3039931,19638319,,
1994:Q4,pct20to40,2405095,1105236,860750,244486,1299860,326370,29941,61281,45320,15961,7940,2003,5937,147557,46747,13768,44644,466034,123537,32040,349485,347969,200109,129096,889,17875,1516,2055610,19639133,,
1994:Q4,pct00to20,1196240,594433,472682,121750,601808,137163,9619,26248,21322,4926,6317,1770,4547,48495,15600,3808,17422,171003,150010,16122,149295,148785,78016,67843,530,2396,510,1046946,19636589,,
1995:Q1,pct99to100,5068352,1001688,724077,277611,4066664,339139,133223,657467,463188,194280,195138,167798,27339,1219197,73831,22706,191336,130162,1079523,24942,269361,267220,193543,13640,2299,57738,2141,4798991,985040,,
1995:Q1,pct80to99,13210346,4284599,3405468,879131,8925746,1018679,227286,596308,418421,177887,179021,137941,41079,1749726,215727,318283,696201,2358569,1448634,117312,1929945,1922955,1489877,335828,4113,93137,6990,11280401,18711087,,
1995:Q1,pct60to80,5724475,2367468,1800918,566550,3357006,513639,48236,143807,110030,33776,47677,28239,19439,455193,126303,128546,204384,1225544,391820,71858,1122589,1118538,825110,266456,1942,25030,4051,4601885,19689727,,
1995:Q1,pct40to60,3704138,1503029,1138266,364763,2201110,424846,31538,88281,49176,39104,55592,39494,16098,241309,65065,65813,90272,850987,240233,47174,626480,624366,399967,210254,2629,11516,2114,3077658,19691867,,
1995:Q1,pct20to40,2448468,1116561,868568,247993,1331908,329319,32401,62540,46047,16493,7696,1858,5838,154594,47455,13453,48820,473940,128723,32965,354935,353412,205295,127696,884,19538,1522,2093534,19692759,,
1995:Q1,pct00to20,1220178,602554,477906,124648,617624,137841,10332,21873,17179,4694,6240,1762,4478,50815,16282,3994,18936,173867,160805,16637,153266,152741,78642,70673,610,2816,525,1066912,19690280,,
1995:Q2,pct99to100,5240641,1007865,735438,272427,4232775,361225,139582,666858,461300,205558,199267,172189,27078,1315472,79458,23326,198963,133913,1089025,25685,270856,268579,193646,14010,2783,58140,2277,4969785,987766,,
1995:Q2,pct80to99,13412903,4282188,3389097,893091,9130715,1031346,242183,576063,412472,163591,177635,137271,40365,1855314,219261,332412,726800,2383987,1466801,118915,1960180,1953230,1504349,351274,4885,92722,6950,11452723,18762347,,
1995:Q2,pct60to80,5856431,2410382,1834830,575552,3446049,517638,50564,133436,104546,28891,48976,28603,20374,481803,130940,133421,215888,1266651,393146,73584,1153707,1149562,844211,277226,2466,25660,4146,4702724,19744784,,
1995:Q2,pct40to60,3759671,1532467,1160102,372365,2227204,424300,32535,87638,49055,38583,53022,38815,14208,249051,65672,69826,97995,863036,235832,48296,639216,637125,405993,216555,3302,11275,2091,3120455,19746360,,
1995:Q2,pct20to40,2507933,1145941,898248,247693,1361992,333052,35237,63474,47568,15906,7573,1841,5733,161878,48191,13451,52921,478289,134032,33893,366461,364932,211219,131692,953,21069,1529,2141472,19747298,,
1995:Q2,pct00to20,1250178,613797,490594,123204,636381,138513,11072,20348,16241,4106,6092,1688,4404,53289,17121,4246,20458,176167,171923,17153,156087,155547,79419,72370,774,2985,539,1094091,19744724,,
1995:Q3,pct99to100,5419960,997081,726025,271056,4422879,372515,141058,680906,461337,219568,202746,175926,26820,1439994,83531,23796,209016,137411,1105961,25946,274730,272314,195287,15080,3240,58707,2416,5145230,990545,251934,427079552
1995:Q3,pct80to99,13549977,4185729,3282657,903072,9364248,1021697,248840,579573,407506,172067,175987,136339,39648,1990559,219494,341928,768467,2406849,1492669,118184,2003914,1997003,1519986,369137,5570,102310,6911,11546063,18814565,59911,251934
1995:Q3,pct60to80,5953338,2412060,1829000,583060,3541277,516644,51905,130160,99950,30211,50164,28839,21325,513761,134764,136172,231990,1306396,395560,73761,1186489,1182247,862347,290416,3002,26482,4241,4766849,19800649,37073,59911
1995:Q3,pct40to60,3809579,1554776,1177688,377088,2254803,418616,32914,92510,49152,43358,50501,38202,12299,258632,65681,72755,107526,874660,233051,47956,655534,653466,413773,224410,3977,11305,2068,3154045,19801879,22825,37064
1995:Q3,pct20to40,2543200,1152001,903905,248096,1391199,334597,37461,66168,49149,17020,7495,1866,5629,170064,48884,13232,57488,482634,139367,33808,380034,378498,217681,137534,969,22314,1536,2163166,19802818,12289,22812
1995:Q3,pct00to20,1272379,616514,493862,122652,655865,139211,11788,19672,15680,3993,5928,1597,4331,56367,17641,4454,21950,178397,183324,17134,158429,157874,81262,73023,939,2650,555,1113950,19799978,0,12289
1995:Q4,pct99to100,5604869,1013707,743643,270064,4591163,371429,150328,683489,461769,221719,213425,187605,25820,1567615,80752,23932,213641,144179,1116374,25999,281260,278887,195699,17304,4274,61609,2373,5323609,993378,,
1995:Q4,pct80to99,13925050,4241346,3326512,914833,9683705,1034037,256270,609583,405728,203855,181566,142794,38772,2148935,229008,342772,808676,2426234,1526703,119921,2031731,2024592,1535001,384720,8105,96765,7139,11893319,18867787,,
1995:Q4,pct60to80,6084738,2427840,1841363,586477,3656898,515935,57009,140912,99484,41429,50888,29573,21315,542973,136742,143884,250145,1347658,396290,74463,1221946,1217691,873754,311927,4139,27871,4255,4862793,19857343,,
1995:Q4,pct40to60,3854494,1567447,1185264,382183,2287047,417209,34351,98367,50928,47439,51606,39267,12339,269488,67262,72672,113764,877469,236322,48536,671686,669601,417750,235921,5203,10727,2085,3182808,19858465,,
1995:Q4,pct20to40,2577472,1154461,903042,251420,1423011,340984,39192,69403,49192,20211,7542,1652,5890,178021,48666,13644,57603,490164,143775,34017,387918,386404,218610,145148,1422,21224,1514,2189554,19859356,,
1995:Q4,pct00to20,1275985,613753,489424,124329,662232,143261,12592,21987,16000,5988,7046,2949,4096,58722,17776,4187,21650,180656,177067,17288,157917,157362,79694,73139,1287,3242,555,1118068,19856071,,
1996:Q1,pct99to100,5696218,1025767,754132,271635,4670451,379499,168007,661892,439468,222424,219492,194692,24800,1626641,76652,24082,217632,150712,1119961,25880,283742,281418,197615,15730,3160,64913,2324,5412476,996260,,
1996:Q1,pct80to99,14219076,4311857,3383586,928270,9907219,1064670,277445,602557,393172,209385,183008,145128,37880,2235089,235844,343959,847357,2442602,1553848,120840,2070312,2062949,1561695,379829,5980,115444,7363,12148764,18921924,,
1996:Q1,pct60to80,6200845,2455180,1863810,591371,3745665,519566,63904,136683,91395,45288,50218,28924,21294,559415,138040,151715,267913,1387633,395962,74617,1241910,1237643,893530,311391,3006,29716,4268,4958935,19914784,,
1996:Q1,pct40to60,3885006,1576953,1189476,387478,2308053,420171,36759,95535,49910,45626,52667,40313,12354,275927,68356,72669,119766,879699,237902,48600,679202,677100,426243,236614,3433,10810,2102,3205804,19916018,,
1996:Q1,pct20to40,2616811,1164867,908691,256176,1451944,349208,41965,69060,47599,21462,7996,1865,6131,183882,48408,14068,57519,497677,148294,33868,383990,382499,220744,141460,880,19415,1492,2232821,19916814,,
1996:Q1,pct00to20,1280739,618480,490967,127513,662259,147281,13438,20082,12689,7393,8016,4174,3842,59638,17646,3924,21294,182832,170856,17252,160138,159583,79031,77183,754,2615,555,1120601,19912928,,
1996:Q2,pct99to100,5799412,1034325,768148,266177,4765087,372682,165800,686253,462508,223746,217814,194053,23761,1695069,73431,24201,218544,157242,1128273,25780,292100,289819,200935,16809,4153,67921,2281,5507313,999181,,
1996:Q2,pct80to99,14457152,4365854,3425675,940179,10091298,1064792,264473,625337,402225,223112,177751,140777,36973,2331244,244611,344150,872879,2458428,1585776,121857,2103144,2095549,1585235,387631,8534,114148,7595,12354008,18976856,,
1996:Q2,pct60to80,6318413,2482059,1888185,593874,3836354,516386,66990,149936,98529,51407,47295,26032,21263,577771,139825,159043,280273,1427601,396402,74833,1272337,1268056,908497,324249,4107,31203,4282,5046076,19972868,,
1996:Q2,pct40to60,3920054,1592910,1199189,393722,2327143,416264,36809,100070,54383,45687,53917,41570,12347,283102,69801,72431,123570,881812,240645,48722,696377,694257,435101,244363,4454,10340,2119,3223677,19974399,,
1996:Q2,pct20to40,2661244,1181780,924086,257694,1479464,354191,42222,72584,49271,23313,9226,2873,6353,190095,48176,14445,56782,505231,152754,33758,389377,387907,223049,145407,1277,18174,1469,2271868,19975063,,
1996:Q2,pct00to20,1292278,622695,495526,127169,669582,151178,14242,25570,16601,8969,8605,5036,3569,60784,17699,3654,20951,185002,164660,17237,162087,161531,79391,78119,1025,2996,556,1130190,19970449,,
1996:Q3,pct99to100,5839969,1048820,785461,263359,4791149,371642,173944,699654,476361,223293,218164,195457,22707,1686507,71695,24286,220743,163715,1134975,25824,300153,297918,204605,17828,4532,70953,2235,5539816,1002131,,
1996:Q3,pct80to99,14621350,4423435,3469275,954159,10197916,1076377,268577,615290,406496,208794,173804,137747,36057,2345457,256584,343324,905689,2473128,1616106,123579,2135401,2127575,1610288,395095,9819,112373,7826,12485950,19032458,,
1996:Q3,pct60to80,6416552,2506526,1908425,598102,3910025,515959,72256,152142,102651,49491,44644,23413,21231,581425,142420,165846,295944,1467272,396603,75514,1302531,1298235,924275,336684,4580,32697,4295,5114021,20031490,,
1996:Q3,pct40to60,3954767,1615362,1215019,400342,2339405,415130,38068,97522,57824,39699,55251,42918,12333,285081,71827,71954,128607,883693,242988,49282,713232,711095,444638,251944,4661,9851,2137,3241535,20033470,,
1996:Q3,pct20to40,2696976,1192524,931761,260763,1504451,360302,43779,73273,50254,23019,10353,3782,6572,193747,47991,14772,56224,512812,157247,33951,394555,393108,225571,149182,1420,16934,1447,2302421,20033972,,
1996:Q3,pct00to20,1300357,626601,498151,128450,673756,155035,15099,28970,19160,9809,9387,6099,3288,60288,18059,3375,20527,187149,158485,17383,164129,163573,79985,79114,1070,3405,556,1136228,20028533,,
1996:Q4,pct99to100,6027410,1062039,794031,268009,4965370,366146,184976,714759,491390,223369,238233,216590,21643,1774441,70167,23633,239100,169312,1158785,25818,306265,304079,207021,19279,3667,74113,2186,5721145,1005101,,
1996:Q4,pct80to99,14969999,4477434,3516240,961195,10492565,1078526,277101,615798,410953,204845,185614,150478,35136,2462464,269087,321046,1016533,2477729,1663600,125066,2172751,2164695,1632652,406111,7945,117987,8055,12797249,19088609,,
1996:Q4,pct60to80,6557291,2526451,1926523,599928,4030839,513430,78201,157650,107218,50433,46982,25776,21206,603737,145146,162263,345676,1502120,399600,76035,1334509,1330200,939339,352870,3660,34332,4309,5222782,20090544,,
1996:Q4,pct40to60,4004289,1635375,1233675,401700,2368914,411909,39640,97609,61504,36105,55831,43503,12328,293765,73949,66442,146893,883652,249534,49692,728608,726453,452300,261188,3401,9564,2154,3275681,20093093,,
1996:Q4,pct20to40,2720205,1188060,922657,265403,1532145,365275,45673,74771,51299,23471,9512,2712,6801,200695,47812,14095,58568,520214,161493,34038,399977,398553,227585,154497,999,15473,1424,2320227,20093413,,
1996:Q4,pct00to20,1308526,627674,495980,131694,680852,158756,15973,32859,22005,10854,11581,8576,3005,61900,18466,2911,19538,188994,152402,17472,164357,163801,79736,79934,690,3442,556,1144169,20087079,,
1997:Q1,pct99to100,6049611,1074434,805180,269254,4975177,363132,199624,676914,459523,217391,234464,213912,20552,1783107,67578,23815,235826,175959,1188903,25854,311169,309094,209394,17544,4887,77269,2075,5738442,1008083,,
1997:Q1,pct80to99,15099340,4527487,3554185,973302,10571853,1085481,291285,557090,395359,161730,177399,143208,34191,2494718,279463,323075,1025913,2493241,1717418,126770,2186936,2178701,1648557,396734,11450,121959,8235,12912404,19145188,,
1997:Q1,pct60to80,6627533,2548833,1944923,603910,4078700,512122,84926,135875,95807,40068,42612,21455,21157,610750,147330,170250,351665,1542778,403693,76698,1340968,1336655,948642,346979,5086,35949,4313,5286565,20149926,,
1997:Q1,pct40to60,4022834,1649713,1243322,406391,2373121,409915,41586,83311,58814,24497,57504,45231,12273,296994,75683,66641,147999,885636,257618,50234,734086,731911,458141,260018,4524,9228,2175,3288748,20153130,,
1997:Q1,pct20to40,2742615,1191213,921458,269754,1551403,370689,47969,69809,49096,20714,11218,4231,6987,204914,47599,14545,56860,527917,165668,34215,395776,394377,229158,149661,1511,14047,1399,2346839,20153254,,
1997:Q1,pct00to20,1305510,628952,494520,134432,676558,162431,16850,27460,16806,10654,12295,9605,2689,61811,18660,2665,19153,191188,146435,17610,167907,167353,79557,83239,993,3565,554,1137603,20145987,,
1997:Q2,pct99to100,6440083,1084332,821161,263171,5355751,361873,198573,674471,455401,219070,243849,224372,19478,2114150,66329,24534,253599,183432,1209038,25901,318302,316335,212416,18002,5417,80500,1967,6121781,1011067,,
1997:Q2,pct80to99,15744413,4578451,3595321,983130,11165962,1095815,278581,562780,391675,171105,179515,146241,33274,2872207,292741,340509,1136699,2517346,1761237,128533,2224774,2216356,1671405,401343,13327,130281,8418,13519639,19202070,,
1997:Q2,pct60to80,6854443,2583674,1978702,604973,4270769,511722,88852,138524,93916,44607,41556,20378,21178,680358,150246,185810,402083,1588021,406201,77396,1367043,1362725,963213,356094,5769,37649,4318,5487400,20209529,,
1997:Q2,pct40to60,4106969,1673198,1261478,411720,2433771,408822,41806,83780,59786,23995,58629,46290,12340,322689,77944,70447,166388,889213,263243,50810,748438,746242,466414,265976,4842,9011,2196,3358531,20213443,,
1997:Q2,pct20to40,2798893,1208656,938056,270600,1590238,376422,48443,70954,48807,22147,11675,4387,7289,220400,47426,15723,58922,535856,170001,34415,398820,397445,231396,151817,1739,12493,1375,2400073,20213366,,
1997:Q2,pct00to20,1320404,633823,500451,133372,686581,166075,17790,28343,16377,11965,14120,11683,2437,68703,19132,2549,17983,193657,140471,17759,169647,169095,79744,84806,1076,3469,551,1150758,20205155,,
1997:Q3,pct99to100,6695850,1095378,837344,258033,5600472,362660,209305,670054,448504,221550,246800,228405,18395,2303786,64957,25044,267105,190634,1234044,26084,325316,323456,217688,18551,3375,83841,1860,6370534,1014044,,
1997:Q3,pct80to99,16235109,4629072,3631550,997522,11606037,1110200,285322,571193,386664,184529,175751,143393,32358,3098486,305856,352024,1228281,2538000,1809962,130962,2277178,2268574,1707931,407319,7921,145402,8604,13957931,19259135,,
1997:Q3,pct60to80,7043241,2617367,2008518,608849,4425874,512408,95090,141488,91182,50307,38351,17129,21222,722551,153117,198562,444425,1631783,409564,78535,1400614,1396291,986799,366571,3445,39476,4323,5642627,20269249,,
1997:Q3,pct40to60,4184262,1700093,1281015,419078,2484169,408796,43303,84621,60306,24315,60335,47893,12442,338550,80174,72867,181556,892111,270057,51800,766559,764343,480322,272475,2562,8985,2217,3417703,20273894,,
1997:Q3,pct20to40,2848483,1222449,949615,272834,1626034,382589,50273,72223,48305,23918,13022,5394,7629,230973,47249,16626,60135,543759,174284,34901,402556,401207,235213,154424,818,10752,1350,2445926,20273620,,
1997:Q3,pct00to20,1332054,638956,505277,133679,693098,169719,18715,28944,15535,13409,15660,13462,2198,72531,19584,2379,16876,196028,134603,18060,171793,171244,81327,86465,419,3032,549,1160262,20264483,,
1997:Q4,pct99to100,6852683,1113353,848329,265024,5739330,367228,220851,693485,474194,219291,258768,241496,17271,2347369,61375,24966,262398,196953,1280033,25904,335719,333963,221539,20237,5189,86998,1756,6516964,1017005,,
1997:Q4,pct80to99,16501973,4705000,3700045,1004956,11796973,1132351,293052,568676,396737,171940,178898,147494,31403,3169331,314438,346326,1234091,2548376,1879779,131657,2307911,2299117,1723949,416046,13281,145841,8794,14194062,19316260,,
1997:Q4,pct60to80,7160081,2649116,2037814,611303,4510965,515100,101573,147354,98973,48381,37322,16103,21219,736895,154836,202766,449390,1670688,416522,78518,1425328,1420999,993997,380368,5576,41058,4329,5734753,20328981,,
1997:Q4,pct40to60,4226203,1718103,1298076,420027,2508100,410722,44869,85085,65555,19529,61200,48748,12452,344580,81579,71247,182087,893035,281995,51701,783584,781347,487383,281397,4029,8538,2237,3442619,20334346,,
1997:Q4,pct20to40,2870870,1219255,940683,278572,1651615,389686,52180,73675,50196,23479,13241,5356,7885,236695,47002,16712,57993,551474,178325,34631,409292,407967,237256,159791,1528,9391,1325,2461578,20333885,,
1997:Q4,pct00to20,1344694,643423,505343,138080,701271,173445,19647,33787,19859,13928,17994,16095,1898,73254,19590,2067,16391,198093,129041,17962,173234,172687,82235,86326,788,3339,547,1171461,20323871,,
1998:Q1,pct99to100,7304258,1127167,865444,261723,6177090,360191,242138,676225,452244,223980,274007,257885,16122,2736527,58785,25618,281476,205912,1290341,25871,342504,340913,226343,18706,5610,90255,1591,6961754,1019941,,
1998:Q1,pct80to99,17281400,4785404,3767771,1017633,12495995,1129928,316989,580551,385058,195494,184270,153840,30430,3608447,325191,361964,1354124,2587638,1913822,133071,2330302,2321369,1747489,406546,14904,152430,8933,14951098,19373323,,
